ph,tds,turbidity,orp,temperature,label,is_anomaly,is_spike
5.9,482.78,73.31,103.52,29.98,2,0,0
6.81,247.56,34.1,378.82,22.28,0,0,0
7.15,304.51,34.51,323.86,23.92,0,0,0
6.85,634.56,150.79,266.92,20.46,1,0,1
5.0,444.66,40.95,219.94,28.6,2,0,0
6.56,256.44,35.67,330.86,22.62,0,0,0
6.56,355.12,2.31,316.3,20.38,0,0,0
6.89,353.45,31.25,393.54,28.76,0,0,0
6.69,252.61,37.9,338.03,29.93,0,0,0
6.62,220.82,47.94,329.39,24.99,0,0,0
7.42,374.7,5.75,311.91,22.6,0,0,0
7.53,867.93,285.61,340.28,28.44,1,0,1
7.16,887.76,230.11,312.65,26.2,1,0,1
7.02,343.96,31.11,398.19,20.96,0,0,0
6.34,842.91,125.3,352.6,27.35,1,0,1
7.74,739.67,277.84,335.43,29.41,1,0,1
7.56,1612.45,849.55,-70.33,87.11,0,1,1
7.22,328.64,42.26,394.73,28.1,0,0,0
7.01,290.75,12.61,379.14,27.44,0,0,0
6.72,291.31,45.03,356.71,24.32,0,0,0
5.27,545.08,58.57,285.9,20.27,2,0,1
6.66,355.75,45.61,315.09,26.94,0,0,0
6.78,222.06,22.92,396.06,29.37,0,0,0
4.86,517.78,72.79,209.09,27.01,2,0,1
4.62,473.25,46.17,262.17,20.74,2,0,0
4.02,516.79,70.27,225.73,20.67,2,0,1
6.62,321.29,13.68,342.76,21.03,0,0,0
6.15,838.86,253.74,333.54,27.41,1,0,1
6.32,528.3,22.06,268.48,20.11,2,0,1
6.07,668.64,123.25,263.46,24.58,1,0,1
7.1,743.44,129.75,376.21,22.14,1,0,1
7.18,248.73,39.46,368.33,27.99,0,0,0
4.28,571.19,76.96,154.7,23.98,2,0,1
7.17,266.67,32.92,301.56,25.73,0,0,0
7.59,585.56,281.37,277.77,21.68,1,0,1
6.78,318.3,24.92,309.78,25.33,0,0,0
6.65,1865.58,735.27,-15.8,43.32,0,1,1
7.04,397.54,37.21,326.85,28.99,0,0,0
6.98,361.72,31.02,360.63,28.8,0,0,0
4.29,524.8,62.72,227.94,24.46,2,0,1
6.74,262.87,7.31,317.92,29.68,0,0,0
6.55,274.23,37.7,350.94,27.19,0,0,0
6.77,662.23,249.26,316.09,23.14,1,0,1
7.23,350.25,16.02,310.97,21.43,0,0,0
7.63,571.0,297.34,350.16,23.95,1,0,1
6.25,575.75,20.47,103.52,24.25,2,0,1
7.32,770.4,186.1,347.25,28.9,1,0,1
6.13,598.29,147.82,305.09,24.29,1,0,1
6.92,223.69,40.49,321.51,23.75,0,0,0
5.61,417.3,37.8,292.06,24.09,2,0,0
4.13,518.65,31.34,143.46,20.32,2,0,1
6.82,281.59,47.68,343.59,21.44,0,0,0
6.94,398.17,31.59,372.6,26.69,0,0,0
7.33,221.85,42.6,388.05,25.24,0,0,0
7.14,371.66,19.73,355.82,29.03,0,0,0
7.82,683.11,256.21,398.98,24.36,1,0,1
7.09,253.52,27.72,390.94,28.27,0,0,0
7.19,820.88,227.18,366.66,25.57,1,0,1
6.2,827.61,227.29,398.56,20.66,1,0,1
4.93,404.11,42.88,238.94,20.11,2,0,0
11.47,1334.95,864.12,-263.22,82.03,0,1,1
6.82,369.66,45.19,319.97,29.55,0,0,0
7.14,300.27,43.35,305.53,27.7,0,0,0
6.7,238.47,5.16,358.12,22.64,0,0,0
7.32,293.52,19.82,329.24,26.32,0,0,0
0.67,1936.29,571.76,475.39,43.59,0,1,1
7.11,823.06,297.91,251.68,26.89,1,0,1
6.96,385.87,44.93,312.97,26.35,0,0,0
6.11,491.15,31.95,253.73,22.98,2,0,0
6.6,257.98,4.58,387.27,24.72,0,0,0
7.11,244.44,29.69,334.15,26.06,0,0,0
7.14,397.98,7.23,348.6,25.58,0,0,0
7.43,329.26,43.51,337.17,21.94,0,0,0
7.31,648.5,264.14,331.25,21.5,1,0,1
7.22,231.58,46.07,305.95,26.18,0,0,0
4.74,435.32,32.07,131.58,28.28,2,0,0
6.59,736.47,159.62,319.96,20.6,1,0,1
7.45,330.02,14.63,300.86,27.79,0,0,0
4.29,515.16,46.61,256.1,21.96,2,0,1
7.31,279.58,49.25,316.92,29.41,0,0,0
7.4,315.69,22.06,323.57,26.56,0,0,0
4.03,449.19,79.54,226.43,26.91,2,0,0
4.29,1161.28,901.69,585.33,34.3,0,1,1
7.34,506.58,274.48,367.0,28.85,1,0,1
7.46,278.71,38.31,386.0,26.49,0,0,0
6.76,213.43,40.03,307.77,25.86,0,0,0
6.79,272.57,27.09,347.36,20.67,0,0,0
11.29,1137.66,795.62,44.3,45.55,0,1,1
4.36,477.97,66.15,232.03,22.58,2,0,0
7.06,326.77,9.96,378.42,26.76,0,0,0
5.82,539.45,25.3,272.82,26.65,2,0,1
5.51,427.52,40.84,190.12,24.1,2,0,0
5.97,1810.66,825.12,627.98,93.23,0,1,1
7.58,542.26,269.9,392.66,26.27,1,0,1
6.33,675.84,265.62,381.06,21.52,1,0,1
7.06,383.65,28.81,362.07,24.58,0,0,0
6.96,219.89,24.02,364.06,27.93,0,0,0
6.28,867.17,124.32,302.52,28.61,1,0,1
6.8,367.92,44.77,332.21,28.22,0,0,0
5.65,513.1,58.12,121.47,28.87,2,0,1
6.69,359.91,35.49,335.42,21.47,0,0,0
6.15,493.91,28.56,180.18,22.81,2,0,0
6.77,237.36,12.69,388.15,25.51,0,0,0
9.63,1157.0,770.58,585.61,89.16,0,1,1
6.36,582.32,74.62,167.25,22.38,2,0,1
6.49,737.11,150.78,321.9,28.92,1,0,1
7.71,558.64,117.88,293.37,25.06,1,0,1
4.25,448.41,31.79,128.71,29.68,2,0,0
5.67,548.83,55.24,177.67,29.93,2,0,1
7.33,875.21,208.74,353.02,23.28,1,0,1
5.0,411.11,60.92,192.35,28.16,2,0,0
7.1,391.24,20.41,339.3,25.23,0,0,0
7.12,319.11,34.55,382.17,23.85,0,0,0
4.61,518.43,37.45,114.82,25.83,2,0,1
8.6,1750.31,981.21,710.23,82.39,0,1,1
7.74,791.41,214.37,284.52,27.68,1,0,1
4.54,501.0,56.08,107.73,28.85,2,0,1
7.12,216.35,23.94,324.7,26.84,0,0,0
10.93,1004.57,761.09,250.3,99.29,0,1,1
11.13,1287.46,763.62,-29.57,14.51,0,1,1
7.22,779.38,299.78,345.21,28.71,1,0,1
6.17,454.84,74.63,155.12,24.06,2,0,0
6.88,363.16,15.92,301.08,25.84,0,0,0
6.59,760.66,101.71,312.09,26.38,1,0,1
7.2,320.99,31.89,363.26,25.74,0,0,0
6.94,226.74,27.19,372.86,22.18,0,0,0
0.15,1220.71,734.82,688.2,24.91,0,1,1
13.56,1505.95,769.49,81.05,32.14,0,1,1
5.93,563.42,37.9,186.15,22.55,2,0,1
7.2,279.41,29.07,365.76,29.27,0,0,0
7.23,271.47,12.53,383.97,21.66,0,0,0
6.66,212.62,35.97,376.52,26.3,0,0,0
7.18,653.91,128.49,351.21,28.8,1,0,1
10.5,1656.59,604.12,335.99,45.52,0,1,1
7.07,350.63,41.52,389.79,20.99,0,0,0
7.76,576.99,238.63,364.89,26.81,1,0,1
6.06,469.07,71.68,184.39,23.63,2,0,0
2.56,1193.12,630.08,-101.3,10.61,0,1,1
4.06,425.49,37.49,199.93,20.74,2,0,0
4.89,539.74,68.63,265.79,27.18,2,0,1
5.63,407.19,63.75,118.57,29.7,2,0,0
6.54,372.04,35.51,360.32,23.1,0,0,0
6.27,412.39,67.21,130.22,26.71,2,0,0
6.41,1533.04,449.42,738.7,18.35,0,1,1
6.83,230.71,0.56,302.11,20.38,0,0,0
6.56,1806.43,745.96,740.61,90.46,0,1,1
5.89,505.51,48.11,178.45,23.95,2,0,1
6.24,558.19,24.93,231.94,29.01,2,0,1
7.03,351.6,41.1,300.29,20.66,0,0,0
7.33,351.2,6.65,327.22,21.92,0,0,0
5.79,463.39,50.51,266.28,20.17,2,0,0
7.44,292.46,31.09,314.46,22.33,0,0,0
7.25,336.29,16.42,301.83,22.05,0,0,0
6.87,201.89,7.96,321.48,20.0,0,0,0
6.64,329.77,17.37,345.22,25.87,0,0,0
7.48,230.8,37.19,398.94,24.91,0,0,0
7.22,245.81,10.73,316.44,29.21,0,0,0
4.08,494.47,44.07,219.66,21.49,2,0,0
6.45,709.06,264.45,284.65,20.5,1,0,1
6.56,283.29,5.43,395.83,28.89,0,0,0
6.62,350.13,3.71,377.21,26.41,0,0,0
5.87,565.99,71.38,154.13,29.39,2,0,1
5.86,425.88,34.19,191.02,23.3,2,0,0
7.49,225.45,6.51,347.1,26.08,0,0,0
2.05,1009.95,962.75,-234.41,43.66,0,1,1
7.14,389.25,22.34,354.58,26.84,0,0,0
7.69,725.85,110.46,331.94,29.85,1,0,1
7.31,235.43,19.72,305.6,26.07,0,0,0
7.38,264.95,49.94,359.68,27.29,0,0,0
6.23,416.37,53.96,283.98,26.73,2,0,0
5.79,561.1,71.61,221.83,27.65,2,0,1
7.19,272.35,40.26,397.33,22.0,0,0,0
7.25,359.7,31.89,383.33,28.98,0,0,0
6.31,492.28,55.91,209.12,29.64,2,0,0
5.22,570.86,56.45,228.46,26.63,2,0,1
7.41,304.87,44.78,337.77,24.83,0,0,0
5.72,447.96,52.12,102.68,22.02,2,0,0
6.96,344.53,49.84,309.18,29.43,0,0,0
7.34,279.91,0.25,384.54,24.61,0,0,0
6.63,597.84,148.4,264.67,25.21,1,0,1
7.47,354.62,22.78,335.14,26.44,0,0,0
6.96,253.89,8.13,395.69,24.97,0,0,0
6.54,296.75,23.47,368.28,23.53,0,0,0
7.13,266.72,34.25,374.44,20.71,0,0,0
6.83,273.37,12.28,381.38,21.67,0,0,0
4.6,537.64,51.0,124.09,20.98,2,0,1
4.47,573.76,29.34,121.03,22.52,2,0,1
6.54,676.45,199.55,383.15,20.25,1,0,1
7.4,368.21,2.56,352.61,27.94,0,0,0
6.78,287.9,8.34,349.64,21.26,0,0,0
9.42,1038.48,488.62,-342.42,92.89,0,1,1
6.85,324.07,7.05,323.74,26.58,0,0,0
7.03,228.19,9.58,301.15,29.09,0,0,0
6.59,297.69,13.3,344.78,28.04,0,0,0
4.99,542.91,60.11,119.98,27.45,2,0,1
6.02,538.08,27.51,229.69,24.28,2,0,1
5.9,588.79,60.07,242.26,24.3,2,0,1
6.9,205.1,43.4,351.16,22.04,0,0,0
6.59,571.37,104.9,254.68,23.9,1,0,1
1.18,1212.59,662.12,404.95,58.84,0,1,1
7.5,831.79,233.22,335.79,29.24,1,0,1
7.51,655.91,192.39,278.65,20.7,1,0,1
6.87,369.0,8.88,399.56,26.01,0,0,0
6.7,578.73,246.21,330.64,28.05,1,0,1
7.41,275.04,46.05,367.84,20.92,0,0,0
4.51,461.78,33.03,108.93,22.69,2,0,0
6.23,585.47,50.23,182.21,20.8,2,0,1
4.17,435.32,22.56,259.73,23.46,2,0,0
1.72,1765.64,867.56,-125.33,29.96,0,1,1
6.59,303.93,47.34,313.25,23.69,0,0,0
5.22,488.94,53.64,118.53,21.83,2,0,0
7.41,350.35,26.71,348.38,24.0,0,0,0
5.85,520.66,54.5,244.13,24.64,2,0,1
10.69,1173.46,814.86,845.62,54.8,0,1,1
6.07,1731.75,709.96,536.52,26.37,0,1,1
7.08,236.46,27.85,376.11,24.2,0,0,0
8.62,1968.28,662.35,-413.84,21.96,0,1,1
7.13,313.35,1.62,366.53,25.97,0,0,0
6.57,300.52,29.69,350.78,20.91,0,0,0
6.58,361.82,23.4,380.76,28.75,0,0,0
4.51,581.37,33.5,230.78,23.95,2,0,1
6.39,482.61,32.31,281.79,24.33,2,0,0
7.0,539.77,274.85,379.98,25.98,1,0,1
7.04,308.12,43.53,328.82,22.59,0,0,0
6.9,276.07,1.18,324.14,23.13,0,0,0
8.0,593.88,217.4,353.39,28.7,1,0,1
4.69,504.8,42.42,260.96,28.98,2,0,1
7.91,685.45,179.9,313.24,26.91,1,0,1
4.85,517.01,43.0,178.79,23.31,2,0,1
7.44,379.36,49.18,322.21,23.85,0,0,0
6.8,285.46,8.0,308.55,25.17,0,0,0
4.86,450.65,59.73,265.82,22.65,2,0,0
6.74,882.96,152.75,305.04,23.11,1,0,1
6.03,719.44,124.13,351.16,23.18,1,0,1
7.02,355.23,15.91,382.06,26.24,0,0,0
9.72,1035.35,853.24,647.34,53.32,0,1,1
4.61,1518.8,652.77,71.81,15.61,0,1,1
5.55,493.1,77.52,249.07,20.98,2,0,0
7.04,729.87,166.07,274.49,20.76,1,0,1
7.34,803.44,261.69,302.48,29.18,1,0,1
5.22,556.99,67.53,128.51,26.06,2,0,1
7.87,639.71,248.98,251.71,27.59,1,0,1
11.59,1011.66,461.56,609.26,72.15,0,1,1
6.97,343.92,4.35,358.24,24.45,0,0,0
7.18,761.84,198.35,361.4,22.59,1,0,1
13.29,1577.59,932.8,522.64,61.96,0,1,1
7.93,761.66,261.71,284.43,28.91,1,0,1
6.94,292.14,14.18,366.78,26.68,0,0,0
6.21,835.05,191.27,268.53,25.46,1,0,1
7.42,228.32,45.89,345.4,28.64,0,0,0
6.7,201.65,38.69,357.68,25.84,0,0,0
7.29,1379.31,704.19,-447.48,85.78,0,1,1
7.1,296.05,47.74,341.01,29.29,0,0,0
7.41,322.82,20.16,386.09,20.43,0,0,0
6.34,714.11,242.36,372.97,28.53,1,0,1
6.14,588.55,74.39,156.34,26.95,2,0,1
12.84,1166.18,540.13,792.23,57.48,0,1,1
4.08,442.16,47.9,243.91,20.55,2,0,0
6.77,349.77,2.67,370.58,28.96,0,0,0
5.77,570.58,41.73,211.68,23.97,2,0,1
6.51,736.84,272.15,298.68,23.42,1,0,1
6.75,308.98,39.2,388.76,29.6,0,0,0
6.89,345.77,1.37,323.85,25.12,0,0,0
7.18,725.27,210.59,323.23,23.36,1,0,1
7.29,617.26,171.84,388.05,26.3,1,0,1
6.76,786.99,119.16,267.16,28.4,1,0,1
4.51,547.94,27.87,103.87,24.25,2,0,1
7.55,768.64,208.11,335.25,21.83,1,0,1
5.92,484.52,57.28,171.15,26.76,2,0,0
4.79,414.85,37.34,109.18,20.84,2,0,0
7.16,248.46,11.23,342.22,27.07,0,0,0
6.38,583.14,76.01,283.39,25.05,2,0,1
9.29,1831.94,416.5,569.01,10.57,0,1,1
6.2,764.84,217.44,360.81,25.3,1,0,1
6.9,708.85,286.94,386.67,23.62,1,0,1
7.04,218.39,2.08,330.46,25.47,0,0,0
6.85,391.02,35.57,308.0,23.12,0,0,0
7.45,324.2,10.39,301.66,28.4,0,0,0
5.24,461.76,26.5,267.47,21.78,2,0,0
7.31,762.25,230.42,382.52,27.22,1,0,1
7.18,351.18,20.36,383.89,23.85,0,0,0
6.53,347.02,29.4,335.15,20.59,0,0,0
6.4,819.17,131.86,381.75,27.76,1,0,1
6.07,1748.64,479.9,-175.93,27.21,0,1,1
7.06,751.82,273.04,255.74,24.34,1,0,1
6.76,243.24,32.91,390.48,28.08,0,0,0
6.2,615.0,208.2,264.14,29.52,1,0,1
5.22,409.48,29.51,222.6,24.04,2,0,0
6.37,591.11,46.03,253.69,25.35,2,0,1
7.23,372.69,16.73,330.94,21.93,0,0,0
7.0,338.93,28.19,359.26,21.36,0,0,0
7.2,255.13,6.07,327.87,20.96,0,0,0
3.64,1011.85,767.64,119.37,52.8,0,1,1
6.39,1830.86,811.24,474.63,74.28,0,1,1
7.43,320.09,8.07,345.32,20.51,0,0,0
6.63,310.63,14.19,351.18,25.0,0,0,0
5.01,527.4,26.86,139.49,23.81,2,0,1
6.76,208.37,43.4,387.03,28.43,0,0,0
7.72,778.87,101.05,367.39,21.56,1,0,1
6.71,252.04,5.06,315.31,27.24,0,0,0
4.69,527.14,26.84,279.89,29.85,2,0,1
6.23,878.81,117.94,398.83,22.75,1,0,1
4.92,422.26,79.03,104.06,28.31,2,0,0
7.36,386.05,38.5,382.44,28.02,0,0,0
6.2,752.36,230.21,296.53,24.63,1,0,1
5.55,501.44,35.43,260.9,27.02,2,0,1
5.15,518.06,46.55,287.08,29.18,2,0,1
7.8,522.14,195.48,295.5,25.23,1,0,1
7.28,230.44,21.32,330.9,27.24,0,0,0
6.53,295.0,47.38,350.91,24.82,0,0,0
5.82,1442.65,667.75,314.77,22.19,0,1,1
7.72,703.21,202.21,366.32,28.04,1,0,1
7.39,251.85,11.95,382.18,21.98,0,0,0
6.88,248.64,6.79,326.06,29.91,0,0,0
7.25,245.79,6.41,325.87,21.4,0,0,0
4.48,1769.74,951.62,-442.36,20.74,0,1,1
4.56,426.24,74.97,117.75,22.5,2,0,0
5.23,450.07,69.63,238.42,25.98,2,0,0
6.69,667.39,251.56,349.54,25.88,1,0,1
2.19,1890.08,646.74,692.76,69.99,0,1,1
7.05,202.91,44.55,329.23,23.05,0,0,0
6.71,530.85,227.6,295.71,29.23,1,0,1
7.06,390.54,22.47,326.63,21.58,0,0,0
6.03,883.25,216.49,293.98,22.92,1,0,1
4.11,594.07,70.12,131.29,28.69,2,0,1
6.93,260.89,3.61,352.17,29.2,0,0,0
4.62,431.2,57.75,217.41,22.43,2,0,0
11.43,1489.2,586.5,-416.96,33.7,0,1,1
7.13,344.88,5.94,356.04,20.05,0,0,0
6.61,211.15,38.45,372.82,26.29,0,0,0
4.76,424.86,75.89,152.49,28.56,2,0,0
8.69,1192.67,511.21,892.4,54.55,0,1,1
7.85,843.6,156.88,350.57,24.37,1,0,1
6.59,362.07,48.52,392.45,20.31,0,0,0
6.75,266.16,21.95,364.53,21.23,0,0,0
7.97,1551.62,860.57,-93.28,74.42,0,1,1
7.26,835.39,140.5,333.9,25.46,1,0,1
6.83,217.5,31.27,315.14,23.92,0,0,0
7.47,235.39,27.18,330.74,26.99,0,0,0
7.19,305.89,19.23,387.38,20.79,0,0,0
7.7,873.56,218.21,284.25,25.63,1,0,1
7.75,614.26,183.42,270.9,25.45,1,0,1
7.07,564.93,181.77,375.93,24.13,1,0,1
6.87,221.97,11.25,300.24,28.96,0,0,0
7.42,340.32,36.8,380.35,29.6,0,0,0
6.97,549.93,260.75,284.77,22.2,1,0,1
6.7,276.98,10.44,332.43,29.15,0,0,0
7.44,625.22,274.77,256.22,26.72,1,0,1
6.95,715.47,166.26,285.59,24.08,1,0,1
4.28,1980.69,604.86,803.88,87.63,0,1,1
6.71,216.56,5.15,369.57,24.61,0,0,0
7.1,1988.64,999.54,-256.15,89.79,0,1,1
5.98,452.19,26.19,167.12,23.72,2,0,0
6.79,271.01,37.47,320.09,24.68,0,0,0
6.87,355.2,42.52,372.85,21.96,0,0,0
7.41,245.35,2.29,388.52,25.63,0,0,0
6.67,348.74,36.81,397.89,27.61,0,0,0
7.29,239.95,25.95,307.94,21.14,0,0,0
7.26,291.09,25.63,304.61,26.47,0,0,0
6.51,334.19,25.76,352.53,22.46,0,0,0
6.73,254.63,2.94,304.82,28.42,0,0,0
4.43,589.96,32.96,105.09,27.06,2,0,1
4.64,464.0,53.18,165.09,25.64,2,0,0
7.71,533.63,197.2,379.91,20.07,1,0,1
7.81,804.73,114.88,314.99,23.51,1,0,1
4.66,447.79,66.74,258.76,26.11,2,0,0
7.25,349.59,16.3,326.59,20.11,0,0,0
5.05,451.84,24.72,259.1,29.63,2,0,0
7.45,390.63,30.95,356.51,22.17,0,0,0
7.43,530.77,222.16,369.3,26.93,1,0,1
7.1,276.06,17.49,364.53,27.9,0,0,0
7.08,320.21,19.32,353.32,21.54,0,0,0
6.95,390.03,27.92,302.1,29.17,0,0,0
7.15,388.13,17.85,369.85,20.33,0,0,0
6.95,380.34,39.48,313.3,29.0,0,0,0
6.6,225.32,9.22,393.09,23.8,0,0,0
10.11,1645.11,901.27,781.83,37.37,0,1,1
7.3,849.18,245.26,337.67,22.98,1,0,1
7.46,346.92,35.06,318.53,25.39,0,0,0
5.19,441.3,20.04,168.33,21.89,2,0,0
7.61,794.79,203.41,382.41,23.37,1,0,1
6.83,270.01,39.1,356.45,20.49,0,0,0
0.4,1281.87,681.11,266.05,22.36,0,1,1
0.08,1450.4,660.15,-112.75,38.45,0,1,1
7.48,313.28,31.25,307.25,29.02,0,0,0
7.14,392.37,12.3,342.37,24.37,0,0,0
4.37,515.21,40.36,214.28,28.35,2,0,1
7.07,389.89,45.65,339.21,21.91,0,0,0
7.08,357.93,13.49,333.3,20.82,0,0,0
6.06,583.29,49.02,222.21,23.94,2,0,1
5.14,484.17,68.98,163.13,21.54,2,0,0
7.21,372.15,23.5,303.21,22.72,0,0,0
6.86,663.5,255.13,370.75,20.78,1,0,1
6.47,833.1,105.98,292.01,21.03,1,0,1
5.55,1341.79,752.76,85.83,65.26,0,1,1
7.26,242.5,21.95,320.03,27.32,0,0,0
6.02,644.28,196.96,357.71,26.93,1,0,1
7.3,563.5,250.84,326.47,29.45,1,0,1
5.81,514.94,52.28,198.79,28.11,2,0,1
6.03,1602.19,738.85,797.96,72.15,0,1,1
1.33,1293.87,618.71,477.31,50.13,0,1,1
6.73,321.69,21.43,345.03,29.99,0,0,0
4.53,446.94,28.56,167.06,20.67,2,0,0
6.72,356.9,40.76,313.0,28.07,0,0,0
6.52,543.65,267.8,323.14,23.73,1,0,1
7.69,707.69,117.97,367.0,27.29,1,0,1
6.75,309.82,43.31,353.96,21.22,0,0,0
7.32,374.23,30.34,369.18,20.48,0,0,0
5.34,455.57,36.42,250.64,21.63,2,0,0
6.83,691.25,104.5,361.18,24.9,1,0,1
4.41,479.31,56.2,149.92,29.68,2,0,0
6.97,295.64,21.55,325.84,27.99,0,0,0
6.93,245.34,41.87,374.61,20.66,0,0,0
5.39,502.11,27.26,216.38,28.62,2,0,1
1.43,1287.02,514.46,857.98,89.93,0,1,1
6.98,214.82,31.94,344.4,23.46,0,0,0
4.16,499.29,32.75,196.57,24.44,2,0,0
5.16,518.54,56.85,197.35,20.23,2,0,1
7.26,363.56,24.16,360.47,28.99,0,0,0
6.63,254.68,37.64,348.49,23.17,0,0,0
5.6,528.87,25.27,293.58,29.98,2,0,1
6.89,553.54,241.8,383.63,22.44,1,0,1
5.79,566.98,56.13,225.77,21.1,2,0,1
7.32,320.04,27.0,393.39,23.19,0,0,0
7.09,308.55,43.57,384.02,21.67,0,0,0
6.52,261.38,29.61,333.59,27.72,0,0,0
2.5,1039.97,430.32,888.48,43.18,0,1,1
6.02,510.14,31.88,247.14,24.26,2,0,1
6.67,206.69,46.38,334.7,23.14,0,0,0
6.85,212.02,49.3,373.96,28.21,0,0,0
5.52,529.95,35.79,196.66,23.88,2,0,1
6.62,231.88,30.92,374.32,28.7,0,0,0
7.23,305.39,0.84,346.54,21.57,0,0,0
6.6,271.1,46.27,393.17,21.42,0,0,0
6.74,248.53,23.55,334.17,24.89,0,0,0
6.67,397.84,17.94,367.62,28.89,0,0,0
6.54,693.35,299.14,318.39,25.83,1,0,1
5.56,537.18,67.79,272.76,26.59,2,0,1
7.49,656.75,228.31,298.31,26.62,1,0,1
6.51,239.82,40.91,383.98,22.74,0,0,0
6.73,316.47,4.72,366.61,25.34,0,0,0
6.84,503.83,133.54,376.22,24.62,1,0,1
6.92,383.79,3.54,326.51,26.68,0,0,0
3.71,1592.2,463.02,-170.1,27.92,0,1,1
5.87,469.22,26.32,283.75,26.75,2,0,0
7.42,369.89,11.37,300.59,29.66,0,0,0
6.88,703.12,257.17,307.7,27.22,1,0,1
6.72,284.82,35.43,394.6,29.62,0,0,0
7.2,248.49,39.24,397.29,25.29,0,0,0
6.74,864.3,190.55,266.83,22.28,1,0,1
7.73,701.38,189.13,384.99,22.75,1,0,1
6.16,589.62,264.32,310.02,24.97,1,0,1
6.05,685.56,218.52,342.04,23.81,1,0,1
6.89,272.1,47.57,329.26,20.34,0,0,0
7.5,662.96,189.51,386.83,22.26,1,0,1
5.24,491.39,59.55,262.76,26.92,2,0,0
6.69,709.66,290.47,398.5,21.96,1,0,1
6.75,587.86,199.63,327.99,22.65,1,0,1
6.79,362.74,46.77,371.56,22.92,0,0,0
11.89,1445.73,982.05,-30.3,99.68,0,1,1
6.68,755.21,186.38,352.6,29.66,1,0,1
6.7,380.93,15.39,348.47,20.17,0,0,0
7.0,243.52,29.16,386.11,26.49,0,0,0
6.16,746.85,172.92,315.79,27.29,1,0,1
6.51,851.95,218.91,251.01,29.25,1,0,1
5.51,481.04,71.36,117.52,29.14,2,0,0
7.6,538.63,142.97,294.79,26.28,1,0,1
7.45,323.53,13.7,345.75,24.11,0,0,0
7.33,350.34,30.62,310.44,23.51,0,0,0
6.99,261.22,23.42,301.45,27.86,0,0,0
6.05,419.13,28.11,282.71,27.83,2,0,0
7.14,228.08,18.57,306.13,24.47,0,0,0
7.28,649.83,176.1,316.85,24.41,1,0,1
6.7,544.39,153.4,279.17,24.16,1,0,1
6.84,256.31,45.97,391.48,23.53,0,0,0
7.42,219.64,17.61,333.14,21.84,0,0,0
7.62,764.51,146.47,303.62,26.99,1,0,1
7.09,749.58,134.38,267.87,26.06,1,0,1
6.55,299.4,18.73,348.73,27.7,0,0,0
7.88,827.46,207.2,271.94,21.66,1,0,1
4.8,1975.54,562.86,841.71,8.5,0,1,1
7.77,628.73,269.07,348.72,26.03,1,0,1
7.38,397.52,22.48,336.94,22.9,0,0,0
4.28,457.32,46.85,209.43,24.6,2,0,0
6.84,530.27,262.78,306.56,28.46,1,0,1
6.61,286.88,26.91,337.75,28.48,0,0,0
4.2,1073.12,972.53,-334.23,68.99,0,1,1
6.31,525.34,73.29,148.25,27.69,2,0,1
6.85,286.88,40.8,390.59,25.12,0,0,0
7.46,347.02,16.18,378.65,26.02,0,0,0
7.49,360.69,5.99,368.44,24.7,0,0,0
7.61,884.21,177.08,367.32,22.71,1,0,1
3.94,1031.13,818.17,-133.0,58.54,0,1,1
6.78,306.11,3.56,336.97,27.94,0,0,0
6.79,367.51,33.77,316.02,27.03,0,0,0
7.15,267.25,48.15,374.83,29.32,0,0,0
5.86,474.71,40.27,215.04,21.57,2,0,0
7.17,613.37,251.59,253.78,23.66,1,0,1
6.68,262.1,11.06,396.44,28.98,0,0,0
11.88,1692.92,992.17,355.3,46.51,0,1,1
6.22,512.24,50.91,103.7,27.96,2,0,1
6.93,221.66,46.83,351.46,28.9,0,0,0
2.53,1879.05,998.45,846.52,53.3,0,1,1
5.77,528.89,43.01,254.19,22.89,2,0,1
7.06,223.9,13.47,347.42,23.91,0,0,0
7.49,336.3,10.51,370.09,23.49,0,0,0
6.95,686.34,110.76,295.86,23.76,1,0,1
7.47,221.77,30.9,315.07,21.87,0,0,0
7.11,374.84,36.04,333.09,22.76,0,0,0
6.26,866.11,178.29,253.71,22.35,1,0,1
7.36,505.41,240.22,319.16,23.63,1,0,1
6.65,268.72,49.23,338.24,23.89,0,0,0
5.65,561.08,37.45,242.06,22.26,2,0,1
5.91,1367.79,896.52,-304.68,92.09,0,1,1
6.52,288.18,32.47,377.2,27.44,0,0,0
5.87,554.37,70.49,147.17,20.4,2,0,1
7.48,314.39,5.37,372.86,23.11,0,0,0
7.31,272.59,33.46,361.32,23.48,0,0,0
7.46,253.65,8.55,369.7,24.98,0,0,0
5.73,446.66,32.09,186.92,29.04,2,0,0
6.52,758.88,173.47,341.56,25.94,1,0,1
6.97,822.75,250.59,389.37,20.27,1,0,1
6.55,208.2,32.0,331.45,21.62,0,0,0
4.68,568.03,65.82,256.55,23.13,2,0,1
4.4,418.27,55.65,164.22,28.42,2,0,0
7.43,811.79,183.03,263.69,27.42,1,0,1
7.44,347.98,28.84,340.92,20.75,0,0,0
6.89,356.06,21.99,378.62,26.25,0,0,0
7.19,232.85,32.83,365.1,20.32,0,0,0
7.73,779.0,120.03,317.22,25.91,1,0,1
1.33,1509.04,733.0,458.21,48.6,0,1,1
12.42,1098.0,755.18,635.51,24.89,0,1,1
7.82,841.14,162.46,277.67,28.01,1,0,1
7.84,662.12,105.82,384.6,26.53,1,0,1
